location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-23T13:00:00Z","2016-12-23T16:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",1,"µg/m³","2016-12-23T14:00:00Z","2016-12-23T17:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",1,"µg/m³","2016-12-23T15:00:00Z","2016-12-23T18:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",1,"µg/m³","2016-12-23T16:00:00Z","2016-12-23T19:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",2,"µg/m³","2016-12-23T17:00:00Z","2016-12-23T20:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-23T18:00:00Z","2016-12-23T21:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",5,"µg/m³","2016-12-23T19:00:00Z","2016-12-23T22:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",8,"µg/m³","2016-12-23T20:00:00Z","2016-12-23T23:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",10,"µg/m³","2016-12-23T21:00:00Z","2016-12-24T00:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",7,"µg/m³","2016-12-23T23:00:00Z","2016-12-24T02:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",10,"µg/m³","2016-12-24T00:00:00Z","2016-12-24T03:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-25T01:00:00Z","2016-12-25T04:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-25T02:00:00Z","2016-12-25T05:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",4,"µg/m³","2016-12-25T03:00:00Z","2016-12-25T06:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",4,"µg/m³","2016-12-25T04:00:00Z","2016-12-25T07:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",4,"µg/m³","2016-12-25T05:00:00Z","2016-12-25T08:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",5,"µg/m³","2016-12-25T06:00:00Z","2016-12-25T09:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",6,"µg/m³","2016-12-25T07:00:00Z","2016-12-25T10:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",8,"µg/m³","2016-12-25T08:00:00Z","2016-12-25T11:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",7,"µg/m³","2016-12-25T09:00:00Z","2016-12-25T12:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",4,"µg/m³","2016-12-25T10:00:00Z","2016-12-25T13:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",7,"µg/m³","2016-12-25T11:00:00Z","2016-12-25T14:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",8,"µg/m³","2016-12-25T12:00:00Z","2016-12-25T15:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",8,"µg/m³","2016-12-25T13:00:00Z","2016-12-25T16:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",10,"µg/m³","2016-12-25T14:00:00Z","2016-12-25T17:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",15,"µg/m³","2016-12-25T16:00:00Z","2016-12-25T19:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",9,"µg/m³","2016-12-25T17:00:00Z","2016-12-25T20:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",17,"µg/m³","2016-12-25T18:00:00Z","2016-12-25T21:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",10,"µg/m³","2016-12-25T19:00:00Z","2016-12-25T22:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",4,"µg/m³","2016-12-25T20:00:00Z","2016-12-25T23:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-25T23:00:00Z","2016-12-26T02:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-26T00:00:00Z","2016-12-26T03:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",2,"µg/m³","2016-12-26T01:00:00Z","2016-12-26T04:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",2,"µg/m³","2016-12-26T02:00:00Z","2016-12-26T05:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",2,"µg/m³","2016-12-26T03:00:00Z","2016-12-26T06:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",1,"µg/m³","2016-12-26T04:00:00Z","2016-12-26T07:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",1,"µg/m³","2016-12-26T05:00:00Z","2016-12-26T08:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",2,"µg/m³","2016-12-26T06:00:00Z","2016-12-26T09:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-26T07:00:00Z","2016-12-26T10:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",17,"µg/m³","2016-12-26T08:00:00Z","2016-12-26T11:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",8,"µg/m³","2016-12-26T09:00:00Z","2016-12-26T12:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",9,"µg/m³","2016-12-26T10:00:00Z","2016-12-26T13:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",11,"µg/m³","2016-12-26T11:00:00Z","2016-12-26T14:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",10,"µg/m³","2016-12-26T12:00:00Z","2016-12-26T15:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",4,"µg/m³","2016-12-26T13:00:00Z","2016-12-26T16:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-26T14:00:00Z","2016-12-26T17:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",6,"µg/m³","2016-12-26T15:00:00Z","2016-12-26T18:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",8,"µg/m³","2016-12-26T16:00:00Z","2016-12-26T19:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",11,"µg/m³","2016-12-26T17:00:00Z","2016-12-26T20:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",10,"µg/m³","2016-12-26T18:00:00Z","2016-12-26T21:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",7,"µg/m³","2016-12-26T19:00:00Z","2016-12-26T22:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",5,"µg/m³","2016-12-26T20:00:00Z","2016-12-26T23:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",1,"µg/m³","2016-12-26T21:00:00Z","2016-12-27T00:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",6,"µg/m³","2016-12-26T23:00:00Z","2016-12-27T02:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",5,"µg/m³","2016-12-27T00:00:00Z","2016-12-27T03:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",4,"µg/m³","2016-12-27T01:00:00Z","2016-12-27T04:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",2,"µg/m³","2016-12-27T02:00:00Z","2016-12-27T05:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",2,"µg/m³","2016-12-27T03:00:00Z","2016-12-27T06:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",2,"µg/m³","2016-12-27T04:00:00Z","2016-12-27T07:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",2,"µg/m³","2016-12-27T05:00:00Z","2016-12-27T08:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-27T06:00:00Z","2016-12-27T09:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-27T07:00:00Z","2016-12-27T10:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",7,"µg/m³","2016-12-27T08:00:00Z","2016-12-27T11:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",9,"µg/m³","2016-12-27T09:00:00Z","2016-12-27T12:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",6,"µg/m³","2016-12-27T10:00:00Z","2016-12-27T13:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",6,"µg/m³","2016-12-27T11:00:00Z","2016-12-27T14:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",8,"µg/m³","2016-12-27T12:00:00Z","2016-12-27T15:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",9,"µg/m³","2016-12-27T13:00:00Z","2016-12-27T16:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",14,"µg/m³","2016-12-27T14:00:00Z","2016-12-27T17:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",35,"µg/m³","2016-12-27T15:00:00Z","2016-12-27T18:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",24,"µg/m³","2016-12-27T16:00:00Z","2016-12-27T19:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",22,"µg/m³","2016-12-27T17:00:00Z","2016-12-27T20:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",26,"µg/m³","2016-12-27T18:00:00Z","2016-12-27T21:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",24,"µg/m³","2016-12-27T19:00:00Z","2016-12-27T22:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",22,"µg/m³","2016-12-27T20:00:00Z","2016-12-27T23:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",17,"µg/m³","2016-12-27T21:00:00Z","2016-12-28T00:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",20,"µg/m³","2016-12-27T23:00:00Z","2016-12-28T02:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",22,"µg/m³","2016-12-28T00:00:00Z","2016-12-28T03:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",21,"µg/m³","2016-12-28T01:00:00Z","2016-12-28T04:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-28T02:00:00Z","2016-12-28T05:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",2,"µg/m³","2016-12-28T03:00:00Z","2016-12-28T06:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-28T04:00:00Z","2016-12-28T07:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-28T05:00:00Z","2016-12-28T08:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-28T06:00:00Z","2016-12-28T09:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",5,"µg/m³","2016-12-28T07:00:00Z","2016-12-28T10:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",6,"µg/m³","2016-12-28T08:00:00Z","2016-12-28T11:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",8,"µg/m³","2016-12-28T09:00:00Z","2016-12-28T12:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",13,"µg/m³","2016-12-28T10:00:00Z","2016-12-28T13:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",13,"µg/m³","2016-12-28T11:00:00Z","2016-12-28T14:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",17,"µg/m³","2016-12-28T12:00:00Z","2016-12-28T15:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",9,"µg/m³","2016-12-28T13:00:00Z","2016-12-28T16:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",8,"µg/m³","2016-12-28T14:00:00Z","2016-12-28T17:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",6,"µg/m³","2016-12-28T15:00:00Z","2016-12-28T18:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",3,"µg/m³","2016-12-28T16:00:00Z","2016-12-28T19:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",2,"µg/m³","2016-12-28T17:00:00Z","2016-12-28T20:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",2,"µg/m³","2016-12-28T18:00:00Z","2016-12-28T21:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",4,"µg/m³","2016-12-28T19:00:00Z","2016-12-28T22:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",6,"µg/m³","2016-12-28T20:00:00Z","2016-12-28T23:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-28T21:00:00Z","2016-12-29T00:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-28T23:00:00Z","2016-12-29T02:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T00:00:00Z","2016-12-29T03:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T01:00:00Z","2016-12-29T04:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T02:00:00Z","2016-12-29T05:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T03:00:00Z","2016-12-29T06:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",-1,"µg/m³","2016-12-29T04:00:00Z","2016-12-29T07:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T05:00:00Z","2016-12-29T08:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",-1,"µg/m³","2016-12-29T06:00:00Z","2016-12-29T09:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",-1,"µg/m³","2016-12-29T07:00:00Z","2016-12-29T10:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T08:00:00Z","2016-12-29T11:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T09:00:00Z","2016-12-29T12:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T10:00:00Z","2016-12-29T13:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T11:00:00Z","2016-12-29T14:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T12:00:00Z","2016-12-29T15:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T13:00:00Z","2016-12-29T16:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T14:00:00Z","2016-12-29T17:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",0,"µg/m³","2016-12-29T15:00:00Z","2016-12-29T18:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
6149,"İstanbul - Şile-MTHM","no2",1,"µg/m³","2016-12-29T16:00:00Z","2016-12-29T19:00:00+03:00","Europe/Istanbul",41.17046,29.56336,,,,"Unknown Governmental Organization","Türkiye"
